,CODLOCALIDAD,NPCEP17,NPCEP4,NPCEP5,DPTOMPIO,NVCBP8B,NVCBP8H,NVCBP11AA,LOCALIDAD_TEX
1928,16.0,6,79,1,11001,1,2,3.0,PUENTE ARANDA
1929,8.0,6,32,2,11001,2,2,3.0,KENNEDY
1930,8.0,6,35,2,11001,2,2,3.0,KENNEDY
1931,8.0,6,4,1,11001,2,2,3.0,KENNEDY
1932,18.0,6,69,2,11001,2,2,2.0,RAFAEL URIBE URIBE
1933,19.0,6,42,2,11001,2,2,1.0,CIUDAD BOLIVAR
1934,19.0,6,12,2,11001,2,2,1.0,CIUDAD BOLIVAR
1935,19.0,6,45,2,11001,2,2,1.0,CIUDAD BOLIVAR
1936,19.0,6,20,1,11001,2,2,1.0,CIUDAD BOLIVAR
1937,19.0,6,53,2,11001,2,2,2.0,CIUDAD BOLIVAR
1938,8.0,6,50,1,11001,2,2,2.0,KENNEDY
1939,8.0,6,30,2,11001,2,2,2.0,KENNEDY
1940,8.0,6,20,1,11001,2,2,2.0,KENNEDY
1941,8.0,6,16,1,11001,2,2,2.0,KENNEDY
1942,8.0,6,4,2,11001,2,2,3.0,KENNEDY
1943,16.0,6,87,2,11001,2,1,3.0,PUENTE ARANDA
1944,,6,8,1,25736,2,2,3.0,
1945,,6,64,2,25736,2,2,2.0,
1946,,6,32,1,25736,2,2,3.0,
1947,,6,13,2,25736,2,2,2.0,
1948,,6,35,2,25736,2,2,2.0,
1949,,6,52,1,25736,2,2,2.0,
1950,,6,59,1,25736,2,2,2.0,
1951,,6,44,1,25269,2,2,4.0,
1952,,6,9,1,25320,2,2,2.0,
1953,,6,13,2,25320,2,2,2.0,
1954,,6,25,2,25320,2,2,2.0,
1955,,6,80,2,25430,2,2,2.0,
1956,,6,11,2,25430,1,1,2.0,
1957,,6,26,2,25430,2,2,2.0,
1958,,6,54,2,25377,2,2,2.0,
1959,,6,34,2,25377,2,2,3.0,
1960,,6,6,1,25377,2,2,3.0,
1961,,6,62,2,25377,2,2,2.0,
1962,,6,50,2,25758,1,2,2.0,
1963,,6,35,1,25758,1,2,3.0,
1964,,6,25,2,25758,2,2,1.0,
1965,,6,58,2,25758,1,2,2.0,
1966,,6,44,2,25785,2,2,3.0,
1967,,6,23,2,25785,2,2,4.0,
1968,,6,58,2,25785,1,2,3.0,
1969,,6,32,1,25781,2,2,1.0,
1970,,6,40,2,25781,2,2,2.0,
1971,,6,14,1,25781,2,2,2.0,
1972,,6,26,2,25781,2,2,3.0,
1973,,6,11,2,25781,2,2,2.0,
1974,,6,6,1,25781,2,2,2.0,
1975,,6,20,2,25817,2,2,2.0,
1976,,6,10,2,25151,2,2,3.0,
1977,,6,50,1,25099,1,2,2.0,
1978,11.0,6,67,1,11001,2,2,4.0,SUBA
1979,10.0,6,24,1,11001,2,2,3.0,ENGATIVA
1980,10.0,6,65,2,11001,2,2,3.0,ENGATIVA
1981,10.0,6,23,2,11001,2,2,3.0,ENGATIVA
1982,9.0,6,71,2,11001,1,2,4.0,FONTIBON
1983,10.0,6,48,2,11001,2,2,3.0,ENGATIVA
1984,12.0,6,31,2,11001,1,2,3.0,BARRIOS UNIDOS
1985,15.0,6,78,2,11001,2,2,3.0,ANTONIO NARIÑO
1986,15.0,6,89,2,11001,2,2,3.0,ANTONIO NARIÑO
1987,5.0,6,20,2,11001,2,2,1.0,USME
1988,8.0,6,1,1,11001,2,2,2.0,KENNEDY
1989,8.0,6,4,2,11001,2,1,2.0,KENNEDY
1990,7.0,6,64,1,11001,2,2,1.0,BOSA
1991,8.0,6,26,2,11001,2,2,2.0,KENNEDY
1992,7.0,6,86,2,11001,1,2,2.0,BOSA
1993,9.0,6,13,2,11001,2,2,3.0,FONTIBON
1994,9.0,6,76,2,11001,1,1,3.0,FONTIBON
1995,9.0,6,40,2,11001,2,2,3.0,FONTIBON
1996,9.0,6,25,2,11001,2,2,3.0,FONTIBON
1997,9.0,6,92,2,11001,2,2,3.0,FONTIBON
1998,9.0,6,16,1,11001,2,2,3.0,FONTIBON
1999,,6,17,1,25200,2,2,2.0,
2000,,6,7,1,25200,2,2,2.0,
2001,,6,70,2,25200,2,2,3.0,
2002,,6,37,2,25754,2,2,1.0,
2003,,6,38,2,25754,2,2,2.0,
2004,,6,65,2,25754,1,2,1.0,
2005,,6,76,2,25269,2,2,3.0,
2006,,6,25,2,25307,2,2,2.0,
2007,,6,53,2,25307,2,2,1.0,
2008,,6,41,2,25307,1,2,2.0,
2009,,6,21,2,25307,1,2,3.0,
2010,,1,19,1,25295,2,2,2.0,
2011,,6,31,1,25320,2,2,2.0,
2012,,6,11,1,25320,2,2,2.0,
2013,,6,66,1,25320,2,2,3.0,
2014,,6,28,2,25320,2,2,2.0,
2015,,6,14,2,25320,1,2,2.0,
2016,,6,44,2,25430,2,2,2.0,
2017,,6,59,1,25430,2,2,2.0,
2018,,6,18,2,25430,2,2,2.0,
2019,,6,59,2,25486,1,2,3.0,
2020,,6,17,2,25486,2,2,2.0,
2021,,6,53,1,25486,2,2,2.0,
2022,,6,73,2,25486,2,2,3.0,
2023,,6,6,1,25486,2,2,2.0,
2024,,6,18,2,25183,2,2,2.0,
2025,,6,38,2,25183,1,2,2.0,
2026,,6,21,2,25183,2,2,2.0,
2027,,6,6,2,25183,2,2,2.0,
2028,,6,68,2,25214,2,2,2.0,
2029,,6,77,1,25297,1,2,2.0,
2030,,6,41,2,25297,1,2,2.0,
2031,,6,55,2,25297,1,1,2.0,
2032,,6,32,2,25769,2,2,2.0,
2033,,6,51,2,25769,1,1,3.0,
2034,,6,12,1,25662,2,2,2.0,
2035,,6,72,2,25662,2,2,2.0,
2036,,6,33,1,25126,2,2,3.0,
2037,,6,56,1,25126,1,2,2.0,
2038,,6,63,2,25126,1,2,2.0,
2039,,6,69,2,25126,2,1,3.0,
2040,,6,69,2,25126,2,2,2.0,
2041,,6,62,2,25326,1,2,3.0,
2042,,6,14,1,25817,2,2,2.0,
2043,,6,11,1,25817,2,2,2.0,
2044,,6,9,2,25817,2,2,3.0,
2045,,6,5,1,25513,1,1,2.0,
2046,,6,4,2,25513,2,2,2.0,
2047,,6,20,2,25513,1,1,2.0,
2048,,6,79,2,25513,1,1,2.0,
2049,,6,17,1,25899,1,2,3.0,
2050,,6,39,2,25899,2,2,2.0,
2051,,6,34,1,25899,1,2,3.0,
2052,,6,33,2,25175,1,2,4.0,
2053,11.0,6,10,1,11001,2,2,6.0,SUBA
2054,11.0,6,44,1,11001,2,2,4.0,SUBA
2055,11.0,6,41,1,11001,2,2,4.0,SUBA
2056,11.0,6,63,2,11001,1,2,4.0,SUBA
2057,1.0,6,65,2,11001,2,1,1.0,USAQUEN
2058,11.0,6,22,2,11001,2,2,4.0,SUBA
2059,1.0,6,39,2,11001,2,2,3.0,USAQUEN
2060,1.0,6,37,2,11001,2,2,4.0,USAQUEN
2061,1.0,6,85,2,11001,2,2,4.0,USAQUEN
2062,1.0,6,77,1,11001,2,2,4.0,USAQUEN
2063,1.0,6,50,2,11001,2,2,4.0,USAQUEN
2064,1.0,6,2,1,11001,2,2,4.0,USAQUEN
2065,1.0,6,71,2,11001,2,2,4.0,USAQUEN
2066,1.0,6,73,1,11001,2,2,5.0,USAQUEN
2067,1.0,6,42,2,11001,2,2,5.0,USAQUEN
2068,1.0,6,12,2,11001,2,2,5.0,USAQUEN
2069,11.0,6,39,1,11001,1,2,3.0,SUBA
2070,11.0,6,18,1,11001,1,2,3.0,SUBA
2071,11.0,6,67,2,11001,2,2,3.0,SUBA
2072,11.0,6,29,2,11001,2,2,3.0,SUBA
2073,11.0,6,34,2,11001,2,2,2.0,SUBA
2074,11.0,6,11,2,11001,2,2,2.0,SUBA
2075,11.0,6,68,2,11001,2,2,2.0,SUBA
2076,11.0,6,12,2,11001,2,2,2.0,SUBA
2077,11.0,6,50,2,11001,2,2,2.0,SUBA
2078,10.0,6,76,1,11001,2,2,3.0,ENGATIVA
2079,10.0,6,28,2,11001,1,2,3.0,ENGATIVA
2080,10.0,6,33,2,11001,2,2,3.0,ENGATIVA
2081,3.0,6,39,2,11001,2,2,2.0,SANTA FE
2082,3.0,6,26,2,11001,2,2,2.0,SANTA FE
2083,14.0,6,39,2,11001,2,2,3.0,LOS MARTIRES
2084,14.0,6,7,2,11001,2,2,3.0,LOS MARTIRES
2085,3.0,6,28,2,11001,2,2,4.0,SANTA FE
2086,3.0,6,17,1,11001,2,2,3.0,SANTA FE
2087,14.0,6,32,2,11001,2,2,3.0,LOS MARTIRES
2088,14.0,6,13,1,11001,1,2,3.0,LOS MARTIRES
2089,14.0,6,73,2,11001,1,2,3.0,LOS MARTIRES
2090,14.0,6,26,1,11001,2,2,3.0,LOS MARTIRES
2091,14.0,5,59,2,11001,2,2,3.0,LOS MARTIRES
2092,14.0,6,64,1,11001,2,2,3.0,LOS MARTIRES
2093,14.0,6,11,1,11001,2,2,3.0,LOS MARTIRES
2094,18.0,6,73,2,11001,1,2,2.0,RAFAEL URIBE URIBE
2095,6.0,6,63,1,11001,2,2,2.0,TUNJUELITO
2096,6.0,6,54,1,11001,1,2,2.0,TUNJUELITO
2097,6.0,6,30,1,11001,2,2,2.0,TUNJUELITO
2098,6.0,6,28,2,11001,2,2,2.0,TUNJUELITO
2099,6.0,6,10,1,11001,2,2,2.0,TUNJUELITO
2100,6.0,6,24,2,11001,1,2,2.0,TUNJUELITO
2101,6.0,6,5,2,11001,1,2,2.0,TUNJUELITO
2102,6.0,6,4,1,11001,2,2,2.0,TUNJUELITO
2103,6.0,6,2,2,11001,2,2,2.0,TUNJUELITO
2104,6.0,6,72,1,11001,2,2,2.0,TUNJUELITO
2105,6.0,6,42,2,11001,2,2,2.0,TUNJUELITO
2106,6.0,6,11,2,11001,2,2,2.0,TUNJUELITO
2107,6.0,6,9,2,11001,2,2,2.0,TUNJUELITO
2108,6.0,6,4,2,11001,2,2,2.0,TUNJUELITO
2109,,6,51,2,25754,2,2,2.0,
2110,,6,86,2,25754,2,2,2.0,
2111,,6,23,2,25754,2,2,2.0,
2112,,6,7,2,25320,2,2,2.0,
2113,,6,15,2,25320,2,2,2.0,
2114,,6,30,2,25320,2,2,1.0,
2115,,6,54,2,25662,2,2,2.0,
2116,,6,17,1,25662,1,2,2.0,
2117,,6,60,2,25875,2,2,3.0,
2118,,6,29,1,25875,2,2,3.0,
2119,,6,17,1,25875,2,2,2.0,
2120,,6,12,1,25875,2,2,2.0,
2121,,6,6,1,25875,2,2,2.0,
2122,,6,60,2,25875,2,2,1.0,
2123,,6,8,2,25875,2,2,3.0,
2124,,6,11,2,25875,1,2,2.0,
2125,,6,56,2,25875,2,2,3.0,
2126,20.0,6,32,2,11001,2,2,1.0,SUMAPAZ
2127,11.0,6,63,2,11001,2,1,3.0,SUBA
2128,11.0,6,29,2,11001,9,9,3.0,SUBA
2129,11.0,6,5,1,11001,9,9,3.0,SUBA
2130,11.0,6,67,1,11001,2,2,3.0,SUBA
2131,11.0,6,12,2,11001,2,2,3.0,SUBA
2132,11.0,6,15,1,11001,2,1,2.0,SUBA
2133,11.0,6,23,1,11001,2,2,3.0,SUBA
2134,11.0,6,17,1,11001,2,2,2.0,SUBA
2135,11.0,6,74,2,11001,2,2,5.0,SUBA
2136,11.0,6,26,1,11001,2,2,5.0,SUBA
2137,12.0,6,75,1,11001,1,2,4.0,BARRIOS UNIDOS
2138,10.0,6,5,1,11001,1,2,3.0,ENGATIVA
2139,10.0,6,19,2,11001,2,2,3.0,ENGATIVA
2140,10.0,6,42,2,11001,2,2,3.0,ENGATIVA
2141,10.0,6,17,1,11001,2,2,3.0,ENGATIVA
2142,10.0,6,7,2,11001,2,2,3.0,ENGATIVA
2143,10.0,6,36,2,11001,1,2,4.0,ENGATIVA
2144,10.0,6,11,2,11001,1,2,4.0,ENGATIVA
2145,12.0,6,28,1,11001,1,1,3.0,BARRIOS UNIDOS
2146,2.0,6,85,2,11001,2,2,3.0,CHAPINERO
2147,3.0,6,18,1,11001,1,2,2.0,SANTA FE
2148,5.0,6,7,1,11001,2,2,2.0,USME
2149,8.0,6,69,1,11001,2,2,2.0,KENNEDY
2150,8.0,6,10,1,11001,2,2,2.0,KENNEDY
2151,8.0,6,50,2,11001,2,2,2.0,KENNEDY
2152,8.0,6,10,1,11001,2,2,2.0,KENNEDY
2153,8.0,6,13,2,11001,2,2,2.0,KENNEDY
2154,8.0,6,17,2,11001,2,2,2.0,KENNEDY
2155,8.0,6,92,2,11001,2,2,3.0,KENNEDY
2156,7.0,6,17,1,11001,2,2,2.0,BOSA
2157,,6,46,1,25438,1,2,1.0,
2158,,6,14,1,25438,1,1,2.0,
2159,,6,49,2,25438,1,2,2.0,
2160,,6,34,2,25438,1,2,2.0,
2161,,6,3,1,25438,2,2,2.0,
2162,,6,78,2,25438,1,2,2.0,
2163,,6,61,2,25438,1,2,2.0,
2164,,6,73,1,25438,2,2,2.0,
2165,,6,56,2,25438,1,1,2.0,
2166,,6,10,1,25438,1,1,2.0,
2167,,6,60,2,25438,1,1,2.0,
2168,,6,28,2,25438,2,2,2.0,
2169,,6,49,2,25438,2,1,2.0,
2170,,6,47,2,25438,1,1,2.0,
2171,,6,57,1,25438,1,1,1.0,
2172,,6,52,2,25438,1,1,1.0,
2173,,6,76,1,25513,1,2,1.0,
2174,,6,10,1,25513,2,2,1.0,
2175,,6,81,1,25513,2,2,3.0,
2176,1.0,6,52,2,11001,2,2,3.0,USAQUEN
2177,1.0,6,26,2,11001,2,2,4.0,USAQUEN
2178,1.0,6,45,2,11001,2,2,3.0,USAQUEN
2179,1.0,6,21,2,11001,2,2,3.0,USAQUEN
2180,1.0,6,14,2,11001,2,2,3.0,USAQUEN
2181,1.0,6,76,2,11001,1,1,4.0,USAQUEN
2182,1.0,6,45,2,11001,2,2,3.0,USAQUEN
2183,12.0,6,85,1,11001,1,2,3.0,BARRIOS UNIDOS
2184,3.0,6,13,1,11001,2,2,2.0,SANTA FE
2185,3.0,6,73,2,11001,2,2,2.0,SANTA FE
2186,3.0,6,68,2,11001,1,1,2.0,SANTA FE
2187,3.0,6,42,2,11001,1,1,2.0,SANTA FE
2188,3.0,6,17,2,11001,2,1,2.0,SANTA FE
2189,3.0,6,30,2,11001,2,2,2.0,SANTA FE
2190,15.0,6,30,2,11001,2,2,3.0,ANTONIO NARIÑO
2191,6.0,6,47,2,11001,2,2,3.0,TUNJUELITO
2192,6.0,6,11,1,11001,2,2,2.0,TUNJUELITO
2193,6.0,6,65,2,11001,1,2,2.0,TUNJUELITO
2194,7.0,6,59,1,11001,2,2,2.0,BOSA
2195,7.0,6,35,2,11001,2,2,2.0,BOSA
2196,7.0,6,5,2,11001,2,2,2.0,BOSA
2197,7.0,6,15,1,11001,2,2,2.0,BOSA
2198,7.0,6,33,1,11001,2,2,2.0,BOSA
2199,7.0,6,13,1,11001,1,2,2.0,BOSA
2200,7.0,6,19,2,11001,2,2,1.0,BOSA
2201,8.0,6,47,2,11001,2,2,3.0,KENNEDY
2202,7.0,6,11,1,11001,2,2,2.0,BOSA
2203,7.0,6,53,1,11001,2,2,2.0,BOSA
2204,7.0,6,25,2,11001,2,2,2.0,BOSA
2205,7.0,6,36,2,11001,1,2,2.0,BOSA
2206,9.0,6,36,2,11001,2,2,4.0,FONTIBON
2207,16.0,6,78,2,11001,2,2,3.0,PUENTE ARANDA
2208,9.0,6,25,1,11001,2,2,2.0,FONTIBON
2209,9.0,6,27,2,11001,2,2,2.0,FONTIBON
2210,9.0,6,5,1,11001,2,2,2.0,FONTIBON
2211,16.0,6,81,1,11001,2,2,3.0,PUENTE ARANDA
2212,16.0,6,65,2,11001,1,2,3.0,PUENTE ARANDA
2213,16.0,6,70,2,11001,1,2,3.0,PUENTE ARANDA
2214,16.0,6,49,2,11001,2,2,1.0,PUENTE ARANDA
2215,,6,31,2,25754,2,2,2.0,
2216,,6,11,1,25754,2,2,2.0,
2217,,6,18,1,25793,2,2,2.0,
2218,,6,41,2,25793,1,1,2.0,
2219,,6,20,2,25307,2,2,2.0,
2220,,6,45,2,25307,1,2,2.0,
2221,,6,30,2,25307,2,2,2.0,
2222,,6,72,1,25295,1,2,2.0,
2223,,6,8,2,25295,1,2,2.0,
2224,,6,28,1,25386,2,2,3.0,
2225,,6,60,1,25486,2,2,3.0,
2226,,6,4,2,25486,1,2,2.0,
2227,,6,17,2,25183,1,2,2.0,
2228,,6,74,2,25183,2,2,2.0,
2229,,6,50,2,25183,1,1,2.0,
2230,,6,67,2,25183,2,2,2.0,
2231,,6,21,2,25377,2,1,2.0,
2232,,6,81,2,25377,2,1,2.0,
2233,,6,25,2,25377,1,2,2.0,
2234,,6,50,1,25377,1,2,2.0,
2235,,6,43,2,25377,2,2,2.0,
2236,,6,68,2,25377,2,1,2.0,
2237,,6,20,2,25377,1,2,2.0,
2238,,6,38,1,25758,2,2,3.0,
2239,,6,9,1,25758,2,2,2.0,
2240,,6,9,1,25758,2,2,2.0,
2241,,6,14,1,25758,2,2,4.0,
2242,,6,73,2,25769,2,2,2.0,
2243,,6,69,2,25769,2,1,2.0,
2244,,6,77,2,25769,1,2,2.0,
2245,,6,72,1,25769,1,2,2.0,
2246,,6,69,1,25785,1,2,3.0,
2247,,6,17,1,25126,1,1,3.0,
2248,,6,63,2,25126,2,2,3.0,
2249,,6,23,2,25126,2,2,1.0,
2250,,6,6,1,25817,2,2,2.0,
2251,,6,15,2,25817,2,2,2.0,
2252,,6,78,2,25817,2,2,2.0,
2253,,6,75,2,25817,2,2,2.0,
2254,,6,42,2,25817,2,2,2.0,
2255,,6,81,2,25817,2,2,2.0,
2256,,6,85,1,25151,2,2,1.0,
2257,,6,74,2,25151,2,2,1.0,
2258,,6,60,2,25151,2,2,1.0,
2259,,6,81,2,25151,1,2,3.0,
2260,,6,14,2,25151,2,2,3.0,
2261,,6,21,1,25151,2,2,3.0,
2262,,6,78,2,25513,2,2,4.0,
2263,,6,45,2,25843,2,2,2.0,
2264,,6,45,2,25843,1,2,2.0,
2265,,6,68,2,25843,1,2,3.0,
2266,,6,36,2,25843,1,2,2.0,
2267,,6,11,1,25843,1,2,3.0,
2268,,6,64,2,25290,2,2,3.0,
2269,,6,34,2,25290,2,2,2.0,
2270,1.0,6,11,1,11001,2,2,3.0,USAQUEN
2271,1.0,6,59,1,11001,2,2,3.0,USAQUEN
2272,1.0,6,84,2,11001,2,2,6.0,USAQUEN
2273,1.0,6,89,1,11001,2,2,6.0,USAQUEN
2274,11.0,6,83,2,11001,2,2,2.0,SUBA
2275,11.0,6,49,1,11001,2,2,5.0,SUBA
2276,11.0,6,44,2,11001,2,2,5.0,SUBA
2277,11.0,6,31,2,11001,2,1,2.0,SUBA
2278,10.0,6,26,2,11001,2,2,3.0,ENGATIVA
2279,10.0,6,75,2,11001,1,2,3.0,ENGATIVA
2280,10.0,6,63,2,11001,2,2,3.0,ENGATIVA
2281,10.0,6,53,2,11001,2,2,2.0,ENGATIVA
2282,10.0,6,2,1,11001,2,2,2.0,ENGATIVA
2283,10.0,6,19,2,11001,2,2,2.0,ENGATIVA
2284,10.0,6,69,2,11001,1,2,2.0,ENGATIVA
2285,10.0,6,35,1,11001,2,2,2.0,ENGATIVA
2286,10.0,6,4,2,11001,2,2,3.0,ENGATIVA
2287,4.0,6,33,1,11001,2,2,2.0,SAN CRISTOBAL
2288,4.0,6,30,2,11001,2,2,2.0,SAN CRISTOBAL
2289,16.0,6,5,1,11001,2,2,3.0,PUENTE ARANDA
2290,16.0,6,18,2,11001,2,2,3.0,PUENTE ARANDA
2291,6.0,6,27,1,11001,2,2,3.0,TUNJUELITO
2292,19.0,6,7,1,11001,2,2,1.0,CIUDAD BOLIVAR
2293,16.0,6,41,1,11001,2,2,3.0,PUENTE ARANDA
2294,16.0,6,65,2,11001,2,2,3.0,PUENTE ARANDA
2295,16.0,6,66,2,11001,2,2,3.0,PUENTE ARANDA
2296,16.0,6,84,2,11001,2,2,3.0,PUENTE ARANDA
2297,16.0,6,38,2,11001,2,2,3.0,PUENTE ARANDA
2298,8.0,6,19,2,11001,2,2,3.0,KENNEDY
2299,8.0,6,82,2,11001,2,2,3.0,KENNEDY
2300,8.0,6,51,2,11001,2,2,3.0,KENNEDY
2301,18.0,6,7,1,11001,2,2,2.0,RAFAEL URIBE URIBE
2302,18.0,6,85,1,11001,2,2,3.0,RAFAEL URIBE URIBE
2303,18.0,6,12,2,11001,2,2,3.0,RAFAEL URIBE URIBE
2304,6.0,6,59,2,11001,2,1,2.0,TUNJUELITO
2305,19.0,6,9,1,11001,2,2,1.0,CIUDAD BOLIVAR
2306,19.0,6,46,2,11001,2,2,2.0,CIUDAD BOLIVAR
2307,19.0,6,14,2,11001,1,1,1.0,CIUDAD BOLIVAR
2308,19.0,6,18,2,11001,1,2,1.0,CIUDAD BOLIVAR
2309,19.0,6,68,1,11001,2,2,2.0,CIUDAD BOLIVAR
2310,19.0,6,20,2,11001,2,2,1.0,CIUDAD BOLIVAR
2311,19.0,6,4,1,11001,2,2,1.0,CIUDAD BOLIVAR
2312,19.0,6,14,1,11001,2,2,1.0,CIUDAD BOLIVAR
2313,19.0,6,8,1,11001,2,2,1.0,CIUDAD BOLIVAR
2314,19.0,6,87,2,11001,2,1,2.0,CIUDAD BOLIVAR
2315,19.0,6,20,2,11001,2,2,2.0,CIUDAD BOLIVAR
2316,19.0,6,13,1,11001,2,2,1.0,CIUDAD BOLIVAR
2317,19.0,6,49,1,11001,2,2,2.0,CIUDAD BOLIVAR
2318,19.0,6,66,1,11001,2,2,2.0,CIUDAD BOLIVAR
2319,19.0,6,27,2,11001,2,2,2.0,CIUDAD BOLIVAR
2320,,6,11,1,25200,2,2,2.0,
2321,,6,42,1,25430,1,2,2.0,
2322,,6,68,2,25430,2,2,3.0,
2323,,6,65,1,25430,2,2,3.0,
2324,,6,22,2,25260,2,2,2.0,
2325,,6,46,2,25260,1,2,2.0,
2326,,6,8,1,25260,2,2,2.0,
2327,,6,7,1,25473,2,2,1.0,
2328,,6,28,1,25473,1,2,1.0,
2329,,6,56,1,25473,2,2,1.0,
2330,,6,56,2,25473,1,2,1.0,
2331,,6,55,2,25473,1,2,1.0,
2332,,6,13,2,25473,2,2,2.0,
2333,,6,79,1,25473,2,2,2.0,
2334,,6,74,1,25473,2,2,2.0,
2335,,6,13,2,25473,2,2,2.0,
2336,,6,60,1,25326,2,2,3.0,
2337,,6,16,2,25326,1,2,3.0,
2338,,6,20,1,25326,2,2,3.0,
2339,,6,78,2,25326,2,2,2.0,
2340,1.0,6,4,1,11001,2,2,4.0,USAQUEN
2341,1.0,6,66,2,11001,2,2,5.0,USAQUEN
2342,13.0,6,63,1,11001,9,9,4.0,TEUSAQUILLO
2343,15.0,6,42,1,11001,2,2,3.0,ANTONIO NARIÑO
2344,15.0,6,12,1,11001,2,2,3.0,ANTONIO NARIÑO
2345,15.0,6,4,2,11001,2,2,3.0,ANTONIO NARIÑO
2346,15.0,6,4,2,11001,2,2,3.0,ANTONIO NARIÑO
2347,4.0,6,79,2,11001,2,2,3.0,SAN CRISTOBAL
2348,3.0,6,17,1,11001,2,2,2.0,SANTA FE
2349,3.0,6,73,2,11001,2,1,2.0,SANTA FE
2350,14.0,6,66,1,11001,2,2,3.0,LOS MARTIRES
2351,14.0,6,40,2,11001,2,2,3.0,LOS MARTIRES
2352,14.0,6,44,2,11001,2,2,3.0,LOS MARTIRES
2353,14.0,6,11,2,11001,2,2,3.0,LOS MARTIRES
2354,15.0,6,27,1,11001,2,2,3.0,ANTONIO NARIÑO
2355,15.0,6,58,1,11001,2,2,3.0,ANTONIO NARIÑO
2356,15.0,6,86,1,11001,1,2,3.0,ANTONIO NARIÑO
2357,14.0,6,55,2,11001,2,2,3.0,LOS MARTIRES
2358,8.0,6,23,2,11001,2,2,2.0,KENNEDY
2359,8.0,6,38,2,11001,2,2,2.0,KENNEDY
2360,8.0,6,16,2,11001,2,2,2.0,KENNEDY
2361,8.0,6,86,1,11001,2,2,2.0,KENNEDY
2362,8.0,6,21,2,11001,2,2,2.0,KENNEDY
2363,7.0,6,22,1,11001,2,2,2.0,BOSA
2364,7.0,6,80,1,11001,2,2,3.0,BOSA
2365,7.0,6,29,1,11001,2,2,1.0,BOSA
2366,7.0,6,9,2,11001,2,2,1.0,BOSA
2367,9.0,6,91,1,11001,2,2,3.0,FONTIBON
2368,9.0,6,16,1,11001,2,2,3.0,FONTIBON
2369,9.0,6,13,1,11001,2,2,4.0,FONTIBON
2370,9.0,6,45,2,11001,2,2,4.0,FONTIBON
2371,9.0,6,16,1,11001,2,2,3.0,FONTIBON
2372,16.0,6,25,1,11001,1,2,3.0,PUENTE ARANDA
2373,9.0,6,60,2,11001,2,2,3.0,FONTIBON
2374,9.0,6,20,1,11001,2,2,3.0,FONTIBON
2375,13.0,6,16,1,11001,2,2,4.0,TEUSAQUILLO
2376,13.0,6,8,1,11001,2,2,4.0,TEUSAQUILLO
2377,,6,92,2,25799,2,2,2.0,
2378,,6,12,1,25799,2,2,3.0,
2379,,6,53,1,25799,2,2,2.0,
2380,,6,19,2,25799,2,2,2.0,
2381,,6,41,2,25799,1,2,2.0,
2382,,6,11,1,25799,2,2,2.0,
2383,,6,8,2,25799,2,2,3.0,
2384,,6,8,1,25269,2,2,4.0,
2385,,6,11,2,25269,2,2,3.0,
2386,,6,14,1,25320,2,2,1.0,
2387,,6,36,2,25320,2,2,2.0,
2388,,6,14,1,25320,2,2,2.0,
2389,,1,10,1,25214,1,1,2.0,
2390,,6,7,1,25126,2,2,3.0,
2391,,6,6,2,25817,1,2,3.0,
2392,,6,17,2,25817,1,2,3.0,
2393,11.0,6,31,2,11001,2,2,3.0,SUBA
2394,11.0,6,33,2,11001,2,2,3.0,SUBA
2395,1.0,6,21,2,11001,9,9,4.0,USAQUEN
2396,11.0,6,51,2,11001,2,2,4.0,SUBA
2397,11.0,6,64,2,11001,1,2,2.0,SUBA
2398,11.0,6,11,1,11001,2,2,3.0,SUBA
2399,11.0,6,3,2,11001,2,2,3.0,SUBA
2400,2.0,6,24,2,11001,2,2,2.0,CHAPINERO
2401,2.0,6,35,2,11001,2,2,4.0,CHAPINERO
2402,12.0,6,67,2,11001,2,2,3.0,BARRIOS UNIDOS
2403,12.0,6,39,2,11001,2,2,3.0,BARRIOS UNIDOS
2404,12.0,6,12,1,11001,2,2,3.0,BARRIOS UNIDOS
2405,12.0,6,10,1,11001,2,2,3.0,BARRIOS UNIDOS
2406,12.0,6,64,2,11001,1,1,3.0,BARRIOS UNIDOS
2407,12.0,6,31,2,11001,2,1,3.0,BARRIOS UNIDOS
2408,12.0,6,11,2,11001,1,2,3.0,BARRIOS UNIDOS
2409,12.0,6,30,2,11001,2,2,3.0,BARRIOS UNIDOS
2410,4.0,6,33,1,11001,2,2,2.0,SAN CRISTOBAL
2411,4.0,6,53,2,11001,1,1,2.0,SAN CRISTOBAL
2412,4.0,6,55,2,11001,2,2,2.0,SAN CRISTOBAL
2413,4.0,6,50,2,11001,2,2,2.0,SAN CRISTOBAL
2414,4.0,6,3,1,11001,1,2,2.0,SAN CRISTOBAL
2415,4.0,6,26,2,11001,1,2,1.0,SAN CRISTOBAL
2416,8.0,6,24,2,11001,2,2,2.0,KENNEDY
2417,7.0,6,46,2,11001,2,2,1.0,BOSA
2418,7.0,6,13,2,11001,2,2,2.0,BOSA
2419,7.0,6,49,2,11001,2,2,2.0,BOSA
2420,8.0,6,78,2,11001,2,2,2.0,KENNEDY
2421,8.0,6,11,2,11001,2,2,3.0,KENNEDY
2422,9.0,6,17,1,11001,2,2,4.0,FONTIBON
2423,9.0,6,58,2,11001,1,2,3.0,FONTIBON
2424,9.0,6,23,2,11001,2,2,3.0,FONTIBON
